cpart	regn	line	01.01.2012	01.02.2012	01.03.2012	01.04.2012	01.05.2012	01.06.2012	01.07.2012	01.08.2012	01.09.2012	01.10.2012	01.11.2012	01.12.2012	01.01.2013	01.02.2013	01.03.2013	01.04.2013	01.05.2013	01.06.2013	01.07.2013	01.08.2013	01.09.2013	01.10.2013	01.11.2013	01.12.2013	01.01.2014	01.02.2014	01.03.2014	01.04.2014	01.05.2014	01.06.2014	01.07.2014	01.08.2014	01.09.2014	01.10.2014	01.11.2014	01.12.2014	01.01.2015	01.02.2015
iv	1470	104100	3330359	3159253	3028981	2655292	2852979	4225725	4263872	2502704	1248746	947522	972310	961801	913826	909299	932562	1454253	1819449	2036201	3114626	3996226	4063030	4134508	3299380	5279604	5176552	5620295	5377080	5688358	5632147	5510978	3438663	3725010	4206725	4511779	5798764	6627508	7303044	9011153
iv	1470	104200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	104300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	104400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	105000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	106000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	107000	11961208	9648897	9847992	9804055	9552331	13435250	15806062	19523227	14636729	13808211	13789723	16649149	12024167	20697183	19904288	17538254	22840591	13977813	22462845	9506887	7365604	11892604	9619692	16884726	19123368	19498348	13746911	19175791	16401710	18380025	15678809	14456708	16037109	20185696	22492914	23447785	25716364	38547083
iv	1470	107100	11908489	9570722	9764038	9753045	9466050	13347241	15685643	19430954	14543538	13738571	13739165	16599438	11974952	20670525	19877940	17508755	22837033	13974243	22459123	9488447	7346364	11873523	9600432	16864973	19103710	19442413	13685221	19092894	16318044	18297787	15565779	14325501	15894332	20043059	22336828	23257360	25600709	38413787
iv	1470	107110	10593475	9464486	9356757	9431057	9402846	10619679	10730510	9506396	9487930	9906472	8664576	8459990	8250070	8091096	7272698	7330465	8439442	6238036	7239953	2522961	2389121	2584247	2907143	9184259	9043848	9816326	10218531	10106058	10034863	9722174	9468167	9862163	10193611	14409748	15497776	16720702	18274440	23005342
iv	1470	107120	4881	3689	3382	3296	3098	3295	3201	3010	2889	2522	2451	2325	1443	1373	1347	1312	1264	1219	1204	1149	1101	1012	312	324	320	344	351	348	348	339	328	348	360	384	423	481	549	672
iv	1470	107130	1298932	91803	393895	309082	51080	2716244	4944576	9914569	5046521	3824201	5066977	8132561	3719156	12573942	12599829	10173132	14392866	7731832	15214674	6961373	4953921	9286062	6690958	7678679	10058029	9624124	3464823	8985290	6281811	8574515	6096800	4462766	5700361	5632927	6838629	6536177	7325720	15407773
iv	1470	107140	11201	10744	10004	9610	9026	8023	7356	6979	6198	5376	5161	4562	4283	4114	4066	3846	3461	3156	3292	2964	2221	2202	2019	1711	1513	1619	1516	1198	1022	759	484	224	0	0	0	0	0	0
iv	1470	107900	52719	78175	83954	51010	86281	88009	120419	92273	93191	69640	50558	49711	49215	26658	26348	29499	3558	3570	3722	18440	19240	19081	19260	19753	19658	55935	61690	82897	83666	82238	113030	131207	142777	142637	156086	190425	115655	133296
iv	1470	108000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	109000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	109100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	109900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	198000	3501	1218	304	528586	2148	1611	1499	197	1353	577	774	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2350	0	0	0	0	0	0	0	0	0
iv	1470	199000	2811092	2647302	2512579	2687733	2576000	2818876	2869564	2792791	2821315	2801214	102944	79782	71910	53592	50958	139784	64885	75673	126799	51276	70354	349730	176435	201320	78494	103393	114690	1299476	165853	373551	307344	389737	400435	391439	1775791	573042	504763	1992196
iv	1470	200000	11621641	13160313	10540427	10576517	10855366	16292305	10746705	15080138	16074617	15594151	11435017	15834626	19282992	20630472	21887223	18299252	21000995	17284715	13217120	12099192	13288420	13797683	19150763	21496016	29206713	32600807	28397476	26490762	28523390	34385122	35594581	31325338	35041559	34790112	32961219	39975221	40970014	58672877
iv	1470	201000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	201100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	201110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	201120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	201130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	201200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	201210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	201220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	201900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	202000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1518977	1862326
iv	1470	203000	3992	5588	3419	4710	22274	41401	40289	13344	13387	7453	19739	2587986	108253	760453	1113077	1456985	1803035	1969886	1217637	802848	2526242	2020663	1498461	862324	2467235	2993226	3534654	1917035	2212613	2517359	1796209	1966146	2238185	891974	1062143	1019054	1244231	1071054
iv	1470	203100	257	224	228	221	14867	34598	35076	3742	6130	3136	9155	2581472	101208	726121	1080079	1411321	1750073	1912129	823971	409340	2124931	1604920	1221104	588777	2199064	2704204	3231645	1613588	1925509	2199785	1518812	1677415	1926426	684680	810048	781216	1186492	1014450
iv	1470	203200	3735	5364	3191	4489	7407	6803	5213	9602	7257	4317	10584	6514	7045	23382	21245	28237	30599	39058	377314	379394	380353	382507	258877	261291	263800	277353	286004	286717	275045	297137	259154	276062	298023	195375	236427	228133	54267	45940
iv	1470	203900	0	0	0	0	0	0	0	0	0	0	0	0	0	10950	11753	17427	22363	18699	16352	14114	20958	33236	18480	12256	4371	11669	17005	16730	12059	20437	18243	12669	13736	11919	15668	9705	3472	10664
iv	1470	204000	1496378	1194553	1082078	1057398	1099195	5826982	1350433	1123600	2159261	1470529	1171622	691774	1101507	1176970	1270881	1227026	1132597	1218112	843058	1206113	1090323	2602304	1570333	924050	2135514	2877291	1033779	1699192	1048996	1628144	1061444	887171	895149	869975	891926	649016	907301	872814
iv	1470	205000	9272220	11164259	9115865	9318808	9471817	10198460	9038084	13668720	13468388	13821950	9930067	12342730	14957926	15826643	16552166	13441953	15889455	13932677	11028834	9987313	9555358	9072911	15960491	18482087	23359650	25281721	22410894	21447718	23854268	25527372	28082799	28115177	31478875	32469538	30177143	37719037	36872270	54172769
iv	1470	205100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	205200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	205300	3055426	2797452	2692193	2786535	2990814	837396	1117637	1261812	1335851	5266503	781071	501041	923648	878158	476659	594965	947871	2276752	832255	1229795	723615	829512	751827	730172	791432	5135391	1790492	2110637	2795951	3252326	4815859	3697493	3899336	4115336	4569734	5545418	5107084	6582921
iv	1470	205400	1385	710	699	683	775	819	834	907	17181	16384	16925	16383	15421	49218	43147	65942	19541	39808	25139	9989	6620	26262	26666	7828	5224	28057	55197	51066	9516	35888	24691	21749	22103	22750	25008	14715	4152	5074
iv	1470	205500	3881603	6061744	4162702	4218588	4160784	6911382	5360858	9665113	9202582	5714667	6198789	8916306	11117538	11869881	12867994	9503861	11497733	8067327	6246918	4254914	4219232	3493820	9968294	12308522	17096207	14072840	14195917	12363044	14061737	14378964	15638476	16332906	18965097	19071538	14987994	19850604	18434936	31932330
iv	1470	205510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	205520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	205530	3881603	6061744	4162702	4218588	4160784	6911382	5360858	9665113	9202582	5714667	6198789	8916306	11117538	11869881	12867994	9503861	11497733	8067327	6246918	4254914	4219232	3493820	9968294	12308522	17096207	14072840	14195917	12363044	14061737	14378964	15638476	16332906	18965097	19071538	14987994	19850604	18434936	31932330
iv	1470	205600	2333806	2304353	2260271	2313002	2319444	2448863	2558755	2740888	2912774	2820246	2928891	2903178	2892870	3018059	3153270	3266163	3413930	3538686	3915694	4482555	4595076	4713012	5203106	5425777	5457448	6035015	6341560	6895026	6959203	7832934	7577226	8035111	8564375	9232549	10564239	12274904	13290808	15607184
iv	1470	205700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	205900	0	0	0	0	0	0	0	0	0	4150	4391	5822	8449	11327	11096	11022	10380	10104	8828	10060	10815	10305	10598	9788	9339	10418	27728	27945	27861	27260	26547	27918	27964	27365	30168	33396	35290	45260
iv	1470	206000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	207000	0	0	0	0	0	0	16922	38946	39698	44877	9458	9317	2769818	2738356	2792389	2029746	2041011	9477	9813	0	0	0	0	1095323	1116927	1202502	1256124	1243750	1244732	4520656	4427424	127689	135496	296375	239946	273985	190190	226603
iv	1470	208000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	209000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	209100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	209200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	209300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	209400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	209500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	209600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	209700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	209800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	209900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1470	298000	0	0	0	0	0	0	0	0	0	0	0	0	27604	7881	6320	5027	4760	5489	14728	9355	12093	1350	13636	5612	25403	10963	9135	11983	0	14491	15825	21178	19417	15263	9520	13554	4009	829
iv	1470	299000	849051	795913	339065	195601	262080	225462	300977	235528	393883	249342	304131	202819	317884	120169	152390	138515	130137	149074	103050	93563	104404	100455	107842	126620	101984	235104	152890	171084	162781	177100	210880	207977	274437	246987	580541	300575	233036	466482
iv	1470	307101	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183095	0	835814	0	2221	0	479789	324	320	344	351	348	348	6298	6105	348	360	384	423	481	549	672
iv	1470	307112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183095	0	835814	0	0	0	479477	0	0	0	0	0	0	5959	5777	0	0	0	0	0	0	0
iv	1470	307122	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	324	320	344	351	348	348	339	328	348	360	384	423	481	549	672
iv	1470	307132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	500	72687816	37033683	75694114	111533498	151030693	145081927	120147205	129455553	127396659	76414184	127143666	165547716	149675580	129258598	194534103	249242734	388074136	433667624	273426717	366092270	375617232	208430505	147242909	65507138	271440775	108315042	151954463	323035929	379873367	373992452	318397492	360591174	452449930	488980135	471883317	630955672	366872625	321593701
iv	1481	100000	1878269152	1934343136	2066723685	2125661513	2166194473	2346308634	2425170905	2451421612	2447997682	2370533433	2575587988	2578644228	2456950609	2578810672	2795677196	2796857351	3000665140	3165536339	3211698975	3256302491	3288491585	3089514011	3072007022	3075402356	3125373088	3509698790	3792127506	3917208978	3980067208	3801516146	3584575295	3706235556	3805290568	4059454043	4550516339	5206245185	6044512494	7097527841
iv	1481	101000	91369197	95561262	93764422	85158755	87453328	89428929	96901499	88892985	97752818	116677850	122785393	113487614	116917327	105358606	96897831	97652215	82074506	83846673	73466480	72986915	72745107	71766954	59366019	65217011	69373155	79240734	68461801	185295025	126031756	101480675	81285384	93206475	86964915	104370652	117885548	130877892	360784130	300887322
iv	1481	101100	28131620	28872974	24829726	28259898	27011376	30325056	33218999	29528513	26237726	34147778	35169110	27091489	38615922	32940067	29170500	27675634	28789818	32617823	28814943	30222147	29576051	33486034	31255073	31567622	35055286	47420031	39636507	160926930	105828102	79976815	55407049	57214631	56174360	74746712	88113100	104413632	332741560	266484972
iv	1481	101900	63237577	66688288	68934696	56898857	60441952	59103873	63682500	59364472	71515092	82530072	87616283	86396125	78301405	72418539	67727331	69976581	53284688	51228850	44651537	42764768	43169056	38280920	28110946	33649389	34317869	31820703	28825294	24368095	20203654	21503860	25878335	35991844	30790555	29623940	29772448	26464260	28042570	34402350
iv	1481	102000	1572	1593	1532	1493	1456	1505	1517	1510	1509	1527	1517	1408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	84740	85206	82004	79457	83624	85564	89342	98033	110734	68467302	147041
iv	1481	103000	37474250	120380415	132132496	153403848	179222606	132651422	135844252	153532936	118341931	65768579	91091691	85267467	81410909	86662842	118040327	164546802	131197970	200306399	112842341	140326789	177035109	126761901	100966795	95287575	92681736	51839108	66211758	77224384	119822580	81478054	57963995	58092649	105922126	149033546	247412881	312793448	334850077	469442533
iv	1481	103100	434298	105481	55357	65802	43958	87170	247845	60837	176217	375810	345433	96296	366105	529817	440447	363315	117531	814649	309683	44558	13727	25623	7256	37003	222968	1809214	181070	173994	80413	203332	314405	105103	410997	683587	1451955	3148184	13640831	17731349
iv	1481	103200	37039952	120274934	132077139	153338046	179178648	132564252	135596407	153472099	118165714	65392769	90746258	85171171	81044804	86133025	117599880	164183487	131080439	199491750	112532658	140282231	177021382	126736278	100959539	95250572	92458768	50029894	66030688	77050390	119742167	81274722	57649590	57987546	105511129	148349959	245960926	309645264	321209246	451711184
iv	1481	104000	229451349	209959407	225017088	226194669	256028328	304499877	320188797	347635585	378054220	476017187	484949566	483249303	476186946	471269569	473833266	489414905	508045897	501261238	501212901	498763001	501034398	498659321	501742259	538245945	544838576	602344122	625947910	621504351	619344819	610431918	592914554	636521792	661675401	655283809	718997100	760781361	598533850	672424844
iv	1481	104100	198291865	180572434	174611595	175314103	187595916	230709042	243399018	266651006	284189442	273978149	280032027	280316729	268542435	264140601	265671671	279407330	285111291	280745190	276498821	268745414	274762694	277552333	279655640	310133996	325290311	364581678	386525001	378038954	371812988	363385553	355369137	385054415	406113473	395498673	431751290	482457007	585199266	656092345
iv	1481	104200	2348983	2215366	1298282	1315230	4274740	4626573	4694328	7659544	7716868	7433144	7577464	7468489	7338812	7283845	7792296	7877809	7865118	7782497	8069872	8139607	8225358	8033950	7993771	8259323	8160048	8774558	8968223	8885709	8905305	8630482	8358345	8849309	9114003	5711122	5319969	6046025	6894685	8442185
iv	1481	104300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6439899	7890314
iv	1481	104400	28810501	27171607	49107211	49565336	64157672	69164262	72095451	73325035	86147910	194605894	197340075	195464085	200305699	199845123	200369299	202129766	215069488	212733551	216644208	221877980	218046346	213073038	214092848	219852626	211388217	228987886	230454686	234579688	238626526	238415883	229187072	242618068	246447925	254074014	281925841	272278329	0	0
iv	1481	105000	68001	65223	63499	63921	63512	84049	85842	82165	84184	83049	84579	83521	83569	84160	83181	82683	84830	85099	88740	90591	91430	90676	91525	93869	93418	99910	102508	101898	102842	98191	95195	99496	101025	103772	113502	86257	0	0
iv	1481	106000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	107000	1500854647	1471998613	1577854691	1629496079	1624988377	1794004744	1843772829	1826928065	1819315257	1691662355	1849793400	1864831414	1760786528	1891646803	2080738499	2022694707	2252626990	2352221443	2493656543	2505273693	2488847375	2354952300	2366789645	2322491745	2365021323	2699946945	2960019104	2984416585	3061361911	2956187832	2812106975	2863866245	2885742436	3098861426	3376533266	3920920438	4515615961	5512054084
iv	1481	107100	1500854647	1471998613	1577854691	1629496079	1624988377	1793068211	1842621776	1825704756	1818087946	1690487358	1848686077	1863740554	1759977855	1890934396	2080012035	2022077857	2252097359	2351686162	2493102289	2504713678	2488283998	2354404212	2366246366	2321929313	2364594370	2699487177	2959539754	2983942872	3060893191	2955734711	2811623142	2863400185	2885272728	3098330913	3375921393	3920221829	4514627382	5510863350
iv	1481	107110	1384898069	1340349873	1298902622	1315063066	1299569245	1455987042	1491353556	1441968051	1468963568	1422920202	1475661958	1447720341	1485000700	1488200203	1517507549	1545490553	1640279160	1647206934	1614281005	1654141122	1706370841	1714384444	1813740761	1912160862	1993002108	2165950937	2283335991	2327568502	2314093124	2239732723	2192697944	2273929436	2375066312	2565559626	2844096637	3273626259	3707294690	4528183783
iv	1481	107120	27028277	25280807	24015712	24029294	23870868	25979470	26078916	20257874	20238240	19272815	19449221	19008079	13440003	13182048	13190178	13194038	13149200	13126129	13396743	13300214	13308641	11954797	11725698	11979446	11666922	12433724	12398167	11923139	11710712	11201971	10625930	11138677	11352900	11459442	12327890	13824470	10702332	12842707
iv	1481	107130	78290430	96409757	181553092	217482550	230790064	247576369	260631540	303289028	275202168	196813497	302595391	348532776	214483370	343311461	503789367	418312604	551290903	644379991	816520991	787667245	718560209	577234199	487386612	337406190	294850814	451429924	592282668	573777737	662909003	634257914	534126600	499142256	417087469	435847306	426494733	529814062	689196960	838571825
iv	1481	107140	10637871	9958176	73383265	72921169	70758200	63525330	64557764	60189803	53683970	51480844	50979507	48479358	47053782	46240684	45524941	45080662	47378096	46973108	48903550	49605097	50044307	50830772	53393295	60382815	65074526	69672592	71522928	70673494	72180352	70542103	74172668	79189816	81766047	85464539	93002133	102957038	107433400	131265035
iv	1481	107900	0	0	0	0	0	936533	1151053	1223309	1227311	1174997	1107323	1090860	808673	712407	726464	616850	529631	535281	554254	560015	563377	548088	543279	562432	426953	459768	479350	473713	468720	453121	483833	466060	469708	530513	611873	698609	988579	1190734
iv	1481	108000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	109000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	109100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	109900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	198000	467657	758532	497752	382453	0	605967	1125331	929275	1779787	449567	274815	433393	0	67853	266	767000	304937	0	13060	586956	586197	497986	542198	1032438	1427072	0	853179	1240950	1194778	723188	995540	1193453	1096913	262686	1170446	1299776	7314353	1820690
iv	1481	199000	18582479	35618091	37392205	30960295	18436866	25032141	27250838	33419091	32667976	19873319	26607027	31290108	21565329	23720838	26083825	21699038	26330009	27815486	30418909	38274545	48151968	36784872	42508580	53033772	51937807	76227970	70531245	47341045	52123316	51034284	39134195	53171822	63702188	51448810	88305563	79375279	158946821	140751327
iv	1481	200000	1805581336	1897309453	1991029571	2014128015	2015163780	2201226707	2305023700	2321966059	2320601023	2294119249	2448444322	2413096512	2307275029	2449552074	2601143093	2547614617	2612591004	2731868715	2938272258	2890210221	2912874353	2881083506	2924764113	3009895218	2853932313	3401383748	3640173043	3594173049	3600193841	3427523694	3266177803	3345644382	3352840638	3570473908	4078633022	4575289513	5677639869	6775934140
iv	1481	201000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	201100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	201110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	201120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	201130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	201200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	201210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	201220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	201900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	202000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8683286	19739955	366313861	226317132
iv	1481	203000	23419773	28541815	27271427	27775006	26966453	12245795	27112253	38254573	33087459	18212778	22254275	19524070	20078097	23402905	28089482	34604185	33565047	32900853	38725295	33978482	34180653	37858882	40852999	38570880	34922082	43389197	43881458	37760742	36318937	39575078	35575031	33072153	33285754	38399561	60945026	52173087	80395170	108742020
iv	1481	203100	7358816	6687865	7898253	15561182	13736857	9583420	15061440	13260576	14104180	7578849	6385875	7553137	9540513	14842619	15472372	16011441	16870941	15758791	17225287	15006450	14677029	12806627	12403863	16611596	18646924	20448752	18187058	18830697	17079778	21219561	18931460	15491015	13671474	15653202	37081218	37017360	41170652	68648932
iv	1481	203200	16060957	21853950	19373174	12213824	13229596	2662375	12050813	24993997	18983279	10633929	15868400	11970933	10537584	8560286	12617110	18592744	16694106	17142062	21500008	18972032	19503624	25052255	28449136	21959284	16275158	22940445	25694400	18930045	19239159	18355517	16643571	17581138	19614280	22746359	23863808	15155727	39224518	40093088
iv	1481	203900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	204000	319019961	333532637	362517105	370843200	310317788	332131665	364894071	355407158	343179255	348342742	380480471	383311132	379803634	371362141	393471602	401559985	425887035	418213340	477175684	483110031	481105585	483097097	494156934	544860256	454413228	611798627	580689443	526828921	493447659	466999361	422711868	452360253	428380375	424575982	438497575	445985755	504877559	570418044
iv	1481	205000	1323750374	1387663907	1449314086	1459772991	1515845445	1683327123	1752770855	1780857336	1795387521	1778506463	1891473160	1847659287	1757958194	1993587769	2130566455	2057192783	2098659940	2221030382	2361818487	2310702118	2330536860	2290886184	2319652881	2353016719	2291975875	2668859435	2937262821	2958229650	2987498888	2857890552	2746722143	2795136209	2825830866	3037653652	3493960658	3967718372	4626098724	5734425500
iv	1481	205100	478448	454640	437257	444636	447911	484611	486756	473182	445052	433221	379574	368409	352911	352256	679317	694576	705115	698819	700986	706465	724992	707155	725694	765420	720875	774687	841332	827646	826930	808542	794390	482380	449865	433774	743565	1203279	3939818	6175934
iv	1481	205200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iv	1481	205300	108203408	188882074	206985068	164911283	173218692	191254378	173155635	175516296	140048431	174815018	177329771	158754221	107682369	280965957	363665559	253950119	234957347	273556518	330424209	261376246	243792256	230462499	286348258	259130040	148849904	249742457	351954967	383238352	384727511	304606928	278280266	253397770	227023416	227545230	297398788	318587445	386454567	591538593
iv	1481	205400	141015	388039	445593	439284	674123	644751	516440	574561	492769	747532	1431501	810538	803817	79110759	78579096	73617691	72621993	74311791	73420216	77222421	77320817	75864784	73854655	76664166	85629744	83328554	88256182	86678646	82950330	80013383	76373344	79009712	78134000	78189999	81933500	91843766	96224281	121949552
